trial_id,loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/batch_size,config/lr,config/alpha,config/beta
c2668_00000,0.24652278645833334,93.325,80.58187127113342,True,True,,,10,493ad909e1a14ba2a4cedca9690ab11d,2022-12-21_11-08-31,1671617311,701.854118347168,7412,MSI-Tommy,127.0.0.1,701.854118347168,0,10,0.006902217864990234,"0_alpha=0,batch_size=32,beta=0,lr=0.0002",32,0.0001873535920717935,0,0
c2668_00001,0.21609821725398937,94.20833333333334,62.5058228969574,True,True,,,10,19d824473577498395a6bb78a75b344f,2022-12-21_11-19-47,1671617987,666.7339687347412,2636,MSI-Tommy,127.0.0.1,666.7339687347412,0,10,0.008073091506958008,"1_alpha=0,batch_size=64,beta=0,lr=0.0002",64,0.00020086603367620902,0,0
c2668_00002,0.30123836436170215,91.74166666666666,53.868409633636475,True,True,,,3,d65a19d5110440de8dc50697b977a161,2022-12-21_11-22-41,1671618161,163.74890303611755,6688,MSI-Tommy,127.0.0.1,163.74890303611755,0,3,0.0060367584228515625,"2_alpha=0,batch_size=128,beta=0,lr=0.0001",128,0.00013317467210591642,0,0
c2668_00003,0.08065666036402926,97.475,51.83042097091675,True,True,,,10,c3c0ab5f4f1644d7ba21ed43fe2f843e,2022-12-21_11-31-25,1671618685,517.8887872695923,10984,MSI-Tommy,127.0.0.1,517.8887872695923,0,10,0.0,"3_alpha=0,batch_size=128,beta=0,lr=0.0010",128,0.0009679431978325287,0,0
c2668_00004,0.0763711523502431,98.09166666666667,69.10143327713013,True,True,,,10,1347882288004c0d9d9d18bca1d9d85d,2022-12-21_11-41-18,1671619278,585.8206458091736,13280,MSI-Tommy,127.0.0.1,585.8206458091736,0,10,0.010187625885009766,"4_alpha=0,batch_size=64,beta=0,lr=0.0093",64,0.009296944236182473,0,0
c2668_00005,0.17914727393617022,95.19999999999999,56.32682800292969,True,True,,,6,54d8be19f0ec4c92be41f1d34f97f90d,2022-12-21_11-46-57,1671619617,329.252081155777,6692,MSI-Tommy,127.0.0.1,329.252081155777,0,6,0.01261138916015625,"5_alpha=0,batch_size=128,beta=0,lr=0.0003",128,0.00025931352033984,0,0
c2668_00006,0.16691373697916667,95.53333333333333,58.14700198173523,True,True,,,10,379f30c73abb423c99c21cecc51e5e1c,2022-12-21_11-57-10,1671620230,604.4988448619843,12524,MSI-Tommy,127.0.0.1,604.4988448619843,0,10,0.0,"6_alpha=0,batch_size=32,beta=0,lr=0.0003",32,0.0003120816674131293,0,0
c2668_00007,0.0965037244431516,97.25833333333334,53.46211314201355,True,True,,,10,3be13458a63c43c6be134d20882ed7b3,2022-12-21_12-07-42,1671620862,624.2852742671967,11568,MSI-Tommy,127.0.0.1,624.2852742671967,0,10,0.004023313522338867,"7_alpha=0,batch_size=64,beta=0,lr=0.0006",64,0.0005709482562986773,0,0
c2668_00008,0.07037426563019449,97.925,52.42682337760925,True,True,,,10,0759a56640ea439499d397c24257091e,2022-12-21_12-17-07,1671621427,557.803644657135,26444,MSI-Tommy,127.0.0.1,557.803644657135,0,10,0.0,"8_alpha=0,batch_size=64,beta=0,lr=0.0017",64,0.0017272366411467744,0,0
c2668_00009,0.06308765157063802,98.15,65.94938158988953,True,True,,,10,7405bee9275a4ef19b79f098f3d6d8dd,2022-12-21_12-28-13,1671622093,658.5378994941711,27744,MSI-Tommy,127.0.0.1,658.5378994941711,0,10,0.0,"9_alpha=0,batch_size=32,beta=0,lr=0.0077",32,0.007714392266622537,0,0
c2668_00010,0.06134357858211436,98.31666666666666,50.49836182594299,True,True,,,10,6b92c82887b54c7e823409fc3590246d,2022-12-21_12-37-50,1671622670,569.9696698188782,20152,MSI-Tommy,127.0.0.1,569.9696698188782,0,10,0.002502918243408203,"10_alpha=0,batch_size=128,beta=0,lr=0.0028",128,0.0027646937592899342,0,0
c2668_00011,0.06485741170247396,98.075,61.930246353149414,True,True,,,10,4a87047c67204f1fa07afb4e14ba6d45,2022-12-21_12-47-36,1671623256,577.4028480052948,15292,MSI-Tommy,127.0.0.1,577.4028480052948,0,10,0.005895376205444336,"11_alpha=0,batch_size=32,beta=0,lr=0.0021",32,0.0021321241747675767,0,0
